Latitude;Longitude;Bank;Street/City;City/Street;Valid_To_Date;Avg_Weekly_Transactions
50.185629;15.040705;Komerèní banka;Námìstí Pøemyslovcù 166/17;288 02 Nymburk;2017-06-05;332820
49.471435;17.972295;Komerèní banka;Námìstí 86/19;757 01 Valašské Meziøíèí;2017-06-05;222000
49.6018842;18.1441042;Komerèní banka;Èsl. armády 1328/9;742 21 Kopøivnice;2017-06-05;326520
49.042586;17.466631;Komerèní banka;Na Rynku;686 04 Kunovice;2017-06-05;205800
49.9726819;12.7028581;Komerèní banka;Hlavní tøída 132/52;353 01 Mariánské Láznì;2017-06-05;257075
50.326462;12.513069;Komerèní banka;Dukelská;358 01 Kraslice;2017-06-05;73944
49.782939;18.433325;Komerèní banka;U Stromovky 1501/11;736 01 Havíøov;2017-06-05;40952
49.953114;15.791523;Komerèní banka;Široká;537 01 Chrudim;2017-06-05;327360
50.351547;14.474745;Komerèní banka;námìstí Míru 26/12;276 01 Mìlník;2017-06-05;252150
49.678393;18.354324;Komerèní banka;Nádraní;738 01 Frıdek-Místek;2017-06-05;455950
49.45429;17.448945;Komerèní banka;Kratochvílova 115/2;750 02 Pøerov;2017-06-05;295056
49.307358;14.147281;Komerèní banka;Velké námìstí 27/19;397 01 Písek;2017-06-05;192510
50.327298;13.545828;Komerèní banka;tøída Obráncù míru;438 01 atec;2017-06-05;54684
50.104053;13.729361;Komerèní banka;Husovo námìstí;269 01 Rakovník;2017-06-05;106880
48.974368;14.487277;Komerèní banka;Nádraní 124/31;370 01 Èeské Budìjovice;2017-06-05;209844
50.038164;15.777655;Komerèní banka;námìstí Republiky;530 02 Pardubice;2017-06-05;282534
49.361753;16.645268;Komerèní banka;Nám. Republiky 1262/3;678 01 Blansko;2017-06-05;191940
50.587111;15.13975;Komerèní banka;U Nádraí;511 01 Turnov;2017-06-05;362150
50.06975;15.2333;Komerèní banka;Ovèáry;280 02 Kolín;2017-06-05;280128
50.0875419;14.3901;Komerèní banka;Pohoøelec 152/3;118 00 Praha 1;2017-06-05;182060
49.397846;15.587561;Komerèní banka;Palackého 1606/46;586 01 Jihlava;2017-06-05;425466
49.540834;15.360191;Komerèní banka;Horní námìstí;396 01 Humpolec;2017-06-05;295840
49.394836;13.292806;Komerèní banka;Nám. Míru 1/166;339 01 Klatovy;2017-06-05;238530
49.846149;18.553159;Komerèní banka;tø. 17. listopadu 883/2;734 01 Karviná;2017-06-05;311424
49.740884;13.592806;Komerèní banka;Jiráskova;337 01 Rokycany;2017-06-05;419050
50.354866;14.483693;Komerèní banka;Vodárenská;276 01 Mìlník;2017-06-05;311465
49.261455;13.902214;Komerèní banka;Na Strái;386 01 Strakonice;2017-06-05;479880
49.990184;17.468093;Komerèní banka;Revoluèní 945/9;792 01 Bruntál;2017-06-05;35161
49.798336;12.633822;Komerèní banka;Hornická;347 01 Tachov;2017-06-05;448308
50.462232;13.415673;Komerèní banka;Mánesova;430 01 Chomutov;2017-06-05;545472
50.056268;14.497117;Komerèní banka;Jabloòová 2992/8;106 00 Praha 10;2017-06-05;562527
50.601099;15.32661;Komerèní banka;Nádraní;513 01 Semily;2017-06-05;219888
50.076148;14.435234;Komerèní banka;Italská 1219/2;120 00 Praha 2;2017-06-05;339480
50.115642;14.613413;Komerèní banka;Náchodská 1880/113;193 00 Praha 20;2017-06-05;192990
49.203231;16.619222;Komerèní banka;Merhautova 327/1;613 00 Brno;2017-06-05;364850
50.12429;15.789096;Komerèní banka;Opatovice;533 45 Opatovice nad Labem;2017-06-05;310815
50.142543;15.119874;Komerèní banka;Jiøího námìstí 43/10;290 01 Podìbrady;2017-06-05;50148
49.758355;16.663208;Komerèní banka;Nám. T. G. Masaryka 146/26;571 01 Moravská Tøebová;2017-06-05;353592
49.93215;17.917927;Komerèní banka;Tìšínská;746 01 Opava;2017-06-05;256980
50.068856;14.454436;Komerèní banka;Na Kovárnì 461/10;101 00 Praha 10;2017-06-05;298800
48.852939;16.057431;Komerèní banka;Rudoleckého;669 02 Znojmo;2017-06-05;183025
49.015224;14.001552;Komerèní banka;Vodòanská;383 26 Prachatice;2017-06-05;272538
50.424845;14.910233;Komerèní banka;Krátká;293 01 Mladá Boleslav;2017-06-05;434350
49.564934;15.93982;Komerèní banka;Havlíèkovo námìstí 153/2;591 01 ïár nad Sázavou;2017-06-05;247065
50.0906706;17.7030711;Komerèní banka;Hlavní námìstí 2140/8;794 01 Krnov;2017-06-05;49868
50.039401;15.561596;Komerèní banka;Masarykovo námìstí;535 01 Pøelouè;2017-06-05;49798
49.593329;13.099045;Komerèní banka;Jiráskova tøída;345 62 Holıšov;2017-06-05;65330
50.573808;15.961176;Komerèní banka;Kladská;541 03 Trutnov;2017-06-05;320720
50.081636;14.419083;Komerèní banka;Spálená 108/51;110 00 Praha 1;2017-06-05;261492
49.231214;13.520855;Komerèní banka;Námìstí Svobody;342 01 Sušice;2017-06-05;340875
49.102266;16.379007;Komerèní banka;Komenského námìstí 79/12;664 91 Ivanèice;2017-06-05;260580
50.097362;14.359402;Komerèní banka;Evropská;162 00 Praha 6;2017-06-05;437450
50.067879;15.986606;Komerèní banka;námìstí T. G. Masaryka;534 01 Holice;2017-06-05;366080
50.219319;12.191827;Komerèní banka;Hlavní;352 01 Aš;2017-06-05;435996
49.743764;13.372491;Komerèní banka;Klatovská tøída 818/11;321 00 Plzeò;2017-06-05;194868
50.163048;16.273757;Komerèní banka;Staré námìstí;516 01 Rychnov nad Knìnou;2017-06-05;225360
50.08762;16.465924;Komerèní banka;Masarykovo námìstí;564 01 amberk;2017-06-05;247720
50.355455;15.917356;Komerèní banka;nám. Èeskoslovenské armády;551 01 Jaromìø;2017-06-05;383800
48.738777;14.49278;Komerèní banka;Námìstí;382 41 Kaplice;2017-06-05;232596
50.024576;14.434935;Komerèní banka;Novodvorská 434/149;142 00 Praha 4;2017-06-05;222880
49.667596;18.675533;Komerèní banka;Nám. Svobody;739 61 Tøinec;2017-06-05;263640
49.085277;16.15;Komerèní banka;Dukovany;675 56 Dukovany;2017-06-05;420840
50.258488;14.518728;Komerèní banka;Mládenická 97/15;277 11 Neratovice;2017-06-05;266240
50.067503;14.468956;Komerèní banka;U Slávie;100 00 Praha 10;2017-06-05;266900
49.154798;16.691155;Komerèní banka;Tuøany;627 00 Brno;2017-06-05;73032
49.720732;15.670703;Komerèní banka;Nám. T. G. Masaryka;583 01 Chotìboø;2017-06-05;284725
49.901562;16.44856;Komerèní banka;Staré námìstí;560 02 Èeská Tøebová;2017-06-05;346896
49.024176;17.646179;Komerèní banka;Masarykovo námìstí;688 01 Uherskı Brod;2017-06-05;305160
49.911126;16.610028;Komerèní banka;Nádraní;563 01 Lanškroun;2017-06-05;58038
48.95238;17.383043;Komerèní banka;Svatoplukova;698 01 Veselí nad Moravou;2017-06-05;390400
50.356783;13.802632;Komerèní banka;Komenského námìstí;440 01 Louny;2017-06-05;253820
49.883112;16.874788;Komerèní banka;ikova 280/31;789 01 Zábøeh;2017-06-05;272920
49.150275;17.003069;Komerèní banka;námìstí Svobody;685 01 Buèovice;2017-06-05;386460
49.079857;15.436834;Komerèní banka;Palackého námìstí;380 01 Daèice;2017-06-05;326550
50.028769;15.453758;Komerèní banka;Chvaletice;533 12 Chvaletice;2017-06-05;588840
49.053605;15.810012;Komerèní banka;Sokolská;676 02 Moravské Budìjovice;2017-06-05;225375
50.43132;15.81369;Komerèní banka;námìstí T.G. Masaryka;544 01 Dvùr Králové nad Labem;2017-06-05;237200
49.303286;15.075598;Komerèní banka;Vackova;394 70 Kamenice nad Lipou;2017-06-05;415716
50.349857;16.150963;Komerèní banka;Komenského;549 01 Nové Mìsto nad Metují;2017-06-05;225085
50.22844;14.09068;Komerèní banka;Ouvalova;274 01 Slanı;2017-06-05;39732
49.004386;14.760447;Komerèní banka;Svobody 50/3;379 01 Tøeboò;2017-06-05;221225
50.507968;13.657497;Komerèní banka;V. Øezáèe;434 01 Most;2017-06-05;356625
50.522039;13.573741;Komerèní banka;Komoøany;434 01 Most;2017-06-05;283920
50.560736;13.601979;Komerèní banka;Litvínov - Záluí;436 00 Záluí u Litvínova;2017-06-05;533952
49.7459389;18.6262131;Komerèní banka;námìstí ÈSA 2083/4a;737 01 Èeskı Tìšín;2017-06-05;312256
50.908151;14.625874;Komerèní banka;Národní;407 47 Varnsdorf;2017-06-05;161712
49.896822;18.185922;Komerèní banka;Opavská 36/3;748 01 Hluèín;2017-06-05;406728
49.223859;14.418261;Komerèní banka;Horní Brašov;375 01 Tın nad Vltavou;2017-06-05;46870
48.803998;16.635664;Komerèní banka;Piaristù 1001/2;692 01 Mikulov;2017-06-05;237720
49.053832;13.777538;Komerèní banka;1. máje;385 01 Vimperk;2017-06-05;616248
50.76954;15.05888;Komerèní banka;5. kvìtna 1357/2;460 01 Liberec;2017-06-05;354735
49.004637;17.128413;Komerèní banka;Havlíèkova;697 01 Kyjov;2017-06-05;355320
50.921506;15.078689;Komerèní banka;Nám. T. G. Masaryka;464 01 Frıdlant;2017-06-05;265700
49.623046;13.287193;Komerèní banka;U Keramièky;334 42 Chlumèany;2017-06-05;243690
49.911233;15.391523;Komerèní banka;Nám. Jana iky z Trocnova;286 01 Èáslav;2017-06-05;349440
50.123011;16.212653;Komerèní banka;Palackého námìstí;517 41 Kostelec nad Orlicí;2017-06-05;219504
49.667651;15.403314;Komerèní banka;Nám. Trèkù z Lípy;582 91 Svìtlá nad Sázavou;2017-06-05;204260
49.695262;15.277427;Komerèní banka;Husovo námìstí;584 01 Ledeè nad Sázavou;2017-06-05;301320
50.480219;16.181255;Komerèní banka;nám. Ès. armády;549 31 Hronov;2017-06-05;243530
50.309154;12.946413;Komerèní banka;Masarykova;363 01 Ostrov;2017-06-05;30460
49.876814;18.437082;Komerèní banka;F. S. Tùmy;735 14 Orlová;2017-06-05;238140
50.6824878;14.5361347;Komerèní banka;Hrnèíøská;470 01 Èeská Lípa;2017-06-05;405450
49.320501;13.701006;Komerèní banka;Havlíèkova;341 01 Horaïovice;2017-06-05;269325
50.100148;14.423904;Komerèní banka;Letenské námìstí;198 00 Praha 7;2017-06-05;281340
50.2287419;13.4083978;Komerèní banka;Masarykovo nám.;441 01 Podboøany;2017-06-05;219720
49.73204;13.403448;Komerèní banka;Koterovská 1172/83;326 00 Plzeò;2017-06-05;247644
49.189525;16.613037;Komerèní banka;Dornych;631 31 Brno;2017-06-05;553500
49.836554;18.286267;Komerèní banka;Nádraní;730 01 Ostrava;2017-06-05;190260
49.4715931;15.0034689;Komerèní banka;Nám. Svobody;395 01 Pacov;2017-06-05;125675
49.354931;16.013295;Komerèní banka;Námìstí 83/7;594 01 Velké Meziøíèí;2017-06-05;353480
50.494941;15.515375;Komerèní banka;Masarykovo námìstí;509 01 Nová Paka;2017-06-05;356480
49.290664;15.482785;Komerèní banka;Revoluèní 1298/4;589 01 Tøeš;2017-06-05;221300
49.1843711;15.4543692;Komerèní banka;nám. Zachariáše z Hradce;588 56 Telè;2017-06-05;300020
50.212516;15.829628;Komerèní banka;Nám. Osvoboditelù 798/2;500 03 Hradec Králové;2017-06-05;241375
50.034728;14.37692;Komerèní banka;Tilleho námìstí 792/2;152 00 Praha 5;2017-06-05;300564
49.826337;18.210615;Komerèní banka;Bílovecká;708 00 Ostrava;2017-06-05;135384
49.776885;16.923223;Komerèní banka;Nám. Tyrše a Fugnera;789 85 Mohelnice;2017-06-05;375345
50.001497;16.224061;Komerèní banka;námìstí Tyršovo;565 01 Choceò;2017-06-05;536004
49.457996;18.142894;Komerèní banka;Masarykovo námìstí;756 61 Ronov pod Radhoštìm;2017-06-05;237320
50.23973;14.310597;Komerèní banka;Palackého námìstí;278 01 Kralupy nad Vltavou;2017-06-05;310050
49.546803;18.212253;Komerèní banka;Havlíèkova;744 01 Frenštát pod Radhoštìm;2017-06-05;770670
49.190677;16.633292;Komerèní banka;Olomoucká 7/9;631 31 Brno;2017-06-05;419250
50.229168;17.205402;Komerèní banka;Masarykovo námìstí 152/18;790 01 Jeseník;2017-06-05;150075
49.4267358;13.8821919;Komerèní banka;tø. J. P. Koubka;388 01 Blatná;2017-06-05;206280
49.489675;16.661407;Komerèní banka;17. listopadu 2185/19;680 01 Boskovice;2017-06-05;170320
50.500373;13.448644;Komerèní banka;Nám. Dr. E. Beneše;431 11 Jirkov;2017-06-05;43205
49.932433;17.268624;Komerèní banka;Sokolovská 2/25;795 01 Rımaøov;2017-06-05;210825
50.492076;13.652732;Komerèní banka;Višòová 666/28;434 01 Most;2017-06-05;249025
50.023472;15.758413;Komerèní banka;Námìstí Dukelskıch hrdinù;530 78 Pardubice;2017-06-05;46740
50.529948;15.373035;Komerèní banka;Antala Staška;512 51 Lomnice nad Popelkou;2017-06-05;187760
49.299242;16.530869;Komerèní banka;Legionáøská;664 34 Kuøim;2017-06-05;47448
49.7281111111;13.3675277778;Komerèní banka;Boettingerova 2902/26;321 00 Plzeò;2017-06-05;213875
50.520762;14.97359;Komerèní banka;Víta Nejedlého;295 01 Mnichovo Hradištì;2017-06-05;164280
49.37787;14.699496;Komerèní banka;námìstí Tomáše Bati 417/12;391 02 Sezimovo Ústí;2017-06-05;156575
49.298962;17.399058;Komerèní banka;Komenského námìstí;767 01 Kromìøí;2017-06-05;205440
49.100979;17.75959;Komerèní banka;Masarykova;763 26 Luhaèovice;2017-06-05;238000
49.781441;14.686901;Komerèní banka;Tyršova;256 01 Benešov;2017-06-05;447912
49.745401;13.437136;Komerèní banka;Rokycanská;312 04 Plzeò;2017-06-05;439300
50.131655;14.115917;Komerèní banka;Italská;272 01 Kladno;2017-06-05;204440
50.147755;16.07483;Komerèní banka;17. listopadu;517 21 Tıništì nad Orlicí;2017-06-05;332600
50.37702;13.269311;Komerèní banka;Jana Švermy;432 01 Kadaò;2017-06-05;350120
50.324418;12.732679;Komerèní banka;Nám. Karla IV.;362 21 Nejdek;2017-06-05;358506
48.938639;16.734945;Komerèní banka;Nádraní;693 01 Hustopeèe;2017-06-05;195580
49.731341;17.299697;Komerèní banka;Radnièní 80/18;785 01 Šternberk;2017-06-05;253170
50.0965;14.292556;Komerèní banka;K letišti;161 00 Praha 6;2017-06-05;190925
49.952737;16.161191;Komerèní banka;Tùmova;566 01 Vysoké Mıto;2017-06-05;163232
50.035892;16.500006;Komerèní banka;Václavské námìstí;561 51 Letohrad;2017-06-05;243915
50.2423969;12.74433;Komerèní banka;Hlavní;357 35 Chodov;2017-06-05;265850
49.302811;14.156004;Komerèní banka;Karla Èapka;397 01 Písek;2017-06-05;315770
49.723914;13.350614;Komerèní banka;Univerzitní 2732/8;306 14 Plzeò;2017-06-05;47478
50.292493;16.160343;Komerèní banka;Nám. F. L. Vìka;518 01 Dobruška;2017-06-05;212076
50.7289061;15.448875;Komerèní banka;Dolní námìstí;512 44 Rokytnice nad Jizerou;2017-06-05;403650
50.7611344;15.0345247;Komerèní banka;Švermova;460 10 Liberec;2017-06-05;208040
50.043756;14.449097;Komerèní banka;Budìjovická;140 00 Praha 4;2017-06-05;165930
49.390182;13.039555;Komerèní banka;Námìstí;345 06 Kdynì;2017-06-05;210315
50.766337;15.055227;Komerèní banka;Soukenné námìstí 669/2a;461 77 Liberec;2017-06-05;349040
49.837254;13.902319;Komerèní banka;Palackého námìstí 1419/11;268 01 Hoøovice;2017-06-05;277770
49.982516;14.496965;Komerèní banka;Vídeòská;252 42 Vestec;2017-06-05;134525
50.5831388889;15.8906944444;Komerèní banka;Horská;541 02 Trutnov;2017-06-05;634392
50.2152;15.812158;Komerèní banka;Sladkovského;500 00 Hradec Králové;2017-06-05;53000
50.1106178;14.5012053;Komerèní banka;Freyova 945/35;190 00 Praha 9;2017-06-05;230020
48.9862678;14.4594497;Komerèní banka;Boreckého;370 00 Èeské Budìjovice;2017-06-05;216275
50.476871;16.091938;Komerèní banka;17. listopadu;549 41 Èervenı Kostelec;2017-06-05;231400
49.514469;15.417125;Komerèní banka;Herálec - Mikulášov;582 55 Mikulášov;2017-06-05;49620
49.894342;13.37907;Komerèní banka;K sídlišti;331 51 Kaznìjov;2017-06-05;247616
49.2878378;16.2271419;Komerèní banka;Masarykovo námìstí;595 01 Velká Bíteš;2017-06-05;339710
50.099294;14.496834;Komerèní banka;K ikovu;190 00 Praha 9;2017-06-05;283750
49.944561;17.927031;Komerèní banka;Hluèínská;746 96 Opava;2017-06-05;193305
49.009728;17.122673;Komerèní banka;Masarykovo námìstí 11/18;697 01 Kyjov;2017-06-05;295056
49.349236;16.421419;Komerèní banka;nám. Komenského;666 01 Tišnov;2017-06-05;175140
50.089775;14.464555;Komerèní banka;Konìvova 1377/91;130 00 Praha 3;2017-06-05;312025
49.221;16.5855;Komerèní banka;Purkyòova 3030/35d;612 00 Brno;2017-06-05;290520
49.3529058;17.30381;Komerèní banka;Masarykovo námìstí;752 01 Kojetín;2017-06-05;159210
50.049414;14.296093;Komerèní banka;Skandinávská;Praha 13;2017-06-05;273900
49.469511;17.110091;Komerèní banka;Podìbradovo nám. 980/11;796 01 Prostìjov;2017-06-05;414504
49.299718;14.473159;Komerèní banka;Libušina;391 65 Bechynì;2017-06-05;223405
48.91016;13.89149;Komerèní banka;Námìstí;384 51 Volary;2017-06-05;281750
48.739432;14.113063;Komerèní banka;Èerná v Pošumaví;382 23 Èerná v Pošumaví;2017-06-05;341400
50.6096108;15.506295;Komerèní banka;Masarykovo námìstí;514 01 Jilemnice;2017-06-05;284130
50.587142;15.152189;Komerèní banka;Palackého;511 01 Turnov;2017-06-05;52830
49.210609;16.617992;Komerèní banka;Zemìdìlská;604 11 Brno;2017-06-05;301000
49.956218;16.153684;Komerèní banka;Dobrovského;566 01 Vysoké Mıto;2017-06-05;225280
50.104289;14.388777;Komerèní banka;Thákurova;160 00 Praha 6;2017-06-05;320700
50.136812;14.499855;Komerèní banka;Veselská;190 00 Praha 18;2017-06-05;275976
49.791139;18.22835;Komerèní banka;Vıškovická 2637/114;700 30 Ostrava;2017-06-05;268928
49.78808;18.255056;Komerèní banka;Horní 1116/52;700 30 Ostrava;2017-06-05;347150
49.633138;16.712226;Komerèní banka;Palackého námìstí;569 43 Jevíèko;2017-06-05;252495
50.548187;13.775308;Komerèní banka;Mírové námìstí 89/13;418 01 Bílina;2017-06-05;201985
49.9337911;17.8793439;Komerèní banka;Olomoucká 470/86;746 01 Opava;2017-06-05;597180
50.1364106;14.4508556;Komerèní banka;Ústecká;184 00 Praha 8;2017-06-05;499550
49.175411;16.570522;Komerèní banka;Jihlavská;639 00 Brno;2017-06-05;288040
49.19265;16.607644;Komerèní banka;Starobrnìnská;602 00 Brno;2017-06-05;274200
50.074538;14.402691;Komerèní banka;Kartouzská;150 00 Praha 5;2017-06-05;806130
50.773784;14.199547;Komerèní banka;Zbrojnická 97/18;405 02 Dìèín;2017-06-05;143650
50.1570894;16.2750125;Komerèní banka;Nádraní;516 01 Rychnov nad Knìnou;2017-06-05;680940
49.3897558;14.6853972;Komerèní banka;Svìtlogorská 2765/4;390 05 Tábor;2017-06-05;306684
49.979917;13.486725;Komerèní banka;Masarykovo námìstí;331 41 Kralovice;2017-06-05;58640
49.260196;14.719092;Komerèní banka;Nám. Republiky;392 01 Sobìslav;2017-06-05;366816
50.241583;15.490444;Komerèní banka;Masarykovo námìstí;504 01 Novı Bydov;2017-06-05;231120
49.524695;16.258709;Komerèní banka;Masarykovo námìstí;593 01 Bystøice nad Pernštejnem;2017-06-05;202875
49.0886522;17.8763842;Komerèní banka;Horní námìstí;763 21 Slavièín;2017-06-05;132650
50.153805;15.462619;Komerèní banka;Klicperovo námìstí;503 51 Chlumec nad Cidlinou;2017-06-05;274716
49.148063;14.176578;Komerèní banka;Nám. Svobody;389 01 Vodòany;2017-06-05;175280
50.11816;12.352867;Komerèní banka;Husova;351 01 Františkovy Láznì;2017-06-05;209075
50.951851;14.558567;Komerèní banka;Vrchlického 99/4;408 01 Rumburk;2017-06-05;253050
50.392798;13.182333;Komerèní banka;Polní;431 51 Klášterec nad Ohøí;2017-06-05;399960
50.682682;13.872852;Komerèní banka;Komenského 65/2;417 42 Krupka;2017-06-05;213360
50.21339;15.817924;Komerèní banka;Nám. 28. øíjna;501 51 Hradec Králové;2017-06-05;227425
50.3686189;15.6331222;Komerèní banka;námìstí Jiøího z Podìbrad;508 01 Hoøice;2017-06-05;378000
49.63982;18.143384;Komerèní banka;námìstí Sigmunda Freuda;742 58 Pøíbor;2017-06-05;286440
48.84022;14.63673;Komerèní banka;ikovo námìstí;374 01 Trhové Sviny;2017-06-05;328720
49.662685;17.830105;Komerèní banka;Masarykovo námìstí 53/4;742 35 Odry;2017-06-05;583200
49.253794;15.184715;Komerèní banka;Havlíèkovo námìstí;394 68 irovnice;2017-06-05;239350
48.756328;16.889507;Komerèní banka;Jana Palacha;690 70 Bøeclav;2017-06-05;221075
49.7822011;14.1709739;Komerèní banka;Mírové námìstí;263 01 Dobøíš;2017-06-05;365800
49.332672;17.577983;Komerèní banka;nám. Dr. E. Beneše 25/27;769 01 Holešov;2017-06-05;42175
49.8156;13.395138;Komerèní banka;Plzeòská;330 11 Tøemošná;2017-06-05;55413
50.287089;14.828719;Komerèní banka;5. kvìtna;294 71 Benátky nad Jizerou;2017-06-05;256095
50.233874;12.8558;Komerèní banka;Sokolovská;360 05 Karlovy Vary;2017-06-05;315180
49.400027;17.670325;Komerèní banka;Dolní;768 61 Bystøice pod Hostınem;2017-06-05;230975
49.547262;17.73517;Komerèní banka;Masarykovo námìstí;753 01 Hranice;2017-06-05;44360
50.43405;15.353904;Komerèní banka;17. listopadu;506 01 Jièín;2017-06-05;268240
50.7410808;15.0514744;Komerèní banka;Èeské mládee;463 12 Liberec;2017-06-05;182160
49.591022;18.35631;Komerèní banka;Jana Trèky;739 11 Frıdlant nad Ostravicí;2017-06-05;127075
49.14104;18.0068819;Komerèní banka;Masarykovo námìstí;766 01 Valašské Klobouky;2017-06-05;31000
49.705322;14.897605;Komerèní banka;Komenského;258 01 Vlašim;2017-06-05;219660
49.527916;17.586126;Komerèní banka;Køíkovského;751 31 Lipník nad Beèvou;2017-06-05;132325
49.001277;14.450654;Komerèní banka;Èeské Vrbné;370 11 Èeské Budìjovice;2017-06-05;620136
48.901202;17.314316;Komerèní banka;námìstí Svobody;696 62 Stránice;2017-06-05;220416
50.429439;15.584355;Komerèní banka;Lázeòská;507 81 Láznì Bìlohrad;2017-06-05;588546
49.562177;16.074168;Komerèní banka;Vratislavovo námìstí;592 31 Nové Mìsto na Moravì;2017-06-05;318560
48.616254;14.311876;Komerèní banka;Námìstí;382 73 Vyšší Brod;2017-06-05;387450
50.0671039;14.4703431;Komerèní banka;Vladivostocká 1460/2;100 00 Praha 10;2017-06-05;206815
49.966891;14.516829;Komerèní banka;Budìjovická;252 42 Jesenice;2017-06-05;216762
50.083525;14.363186;Komerèní banka;Bìlohorská 210/131;169 00 Praha 6;2017-06-05;284970
49.880211;15.064275;Komerèní banka;Václavské námìstí;285 04 Uhlíøské Janovice;2017-06-05;241740
50.121123;17.383054;Komerèní banka;Zlatohorská;793 26 Vrbno pod Pradìdem;2017-06-05;150090
49.166882;13.887949;Komerèní banka;Palackého;387 01 Volynì;2017-06-05;188370
50.084162;16.75905;Komerèní banka;5. kvìtna;561 69 Králíky;2017-06-05;337190
49.472849;17.114119;Komerèní banka;Hlaváèkovo námìstí;796 01 Prostìjov;2017-06-05;295840
49.947462;15.665644;Komerèní banka;námìstí Míru;538 03 Heømanùv Mìstec;2017-06-05;427518
49.869326;15.580062;Komerèní banka;1. máje;538 43 Tøemošnice;2017-06-05;198900
49.901912;15.935011;Komerèní banka;Námìstí;538 51 Chrast;2017-06-05;202650
49.8429892;15.9970922;Komerèní banka;Heydukova;539 73 Skuteè;2017-06-05;373590
50.201291;15.993035;Komerèní banka;Masarykovo námìstí;503 46 Tøebechovice pod Orebem;2017-06-05;369180
50.036431;15.767236;Komerèní banka;Masarykovo námìstí;531 41 Pardubice;2017-06-05;347160
49.1684969;16.6789672;Komerèní banka;Tuøanka;627 00 Brno;2017-06-05;284190
48.661733;14.166291;Komerèní banka;Frymburk;382 79 Frymburk;2017-06-05;402200
49.714344;16.266261;Komerèní banka;Palackého námìstí;572 01 Polièka;2017-06-05;229350
49.7761067;17.7514217;Komerèní banka;námìstí Jana Zajíce;749 01 Vítkov;2017-06-05;496250
48.973463;17.264376;Komerèní banka;Nám. Svobody;696 81 Bzenec;2017-06-05;326920
49.814793;18.268726;Komerèní banka;Zaluanského;703 83 Ostrava;2017-06-05;339780
49.590909;17.233542;Komerèní banka;Dobnerova;799 00 Olomouc;2017-06-05;217230
49.836537;18.292835;Komerèní banka;28. øíjna 1081/202;709 00 Ostrava;2017-06-05;382950
50.182512;12.649057;Komerèní banka;Pionırù;356 01 Sokolov;2017-06-05;238600
49.048786;16.311595;Komerèní banka;Zámecká;672 01 Moravskı Krumlov;2017-06-05;396945
49.581695;13.540081;Komerèní banka;Masarykovo námìstí;336 01 Blovice;2017-06-05;230508
49.753509;13.006398;Komerèní banka;Mánesova;349 01 Støíbro;2017-06-05;121320
49.75641;18.0153322;Komerèní banka;Mìstskı kopec 66/2;743 01 Bílovec;2017-06-05;346290
49.775811;13.368299;Komerèní banka;Gerská 1846/11;323 00 Plzeò;2017-06-05;305235
50.48584;13.655729;Komerèní banka;Velebudická;434 01 Most;2017-06-05;337610
49.465353;17.439447;Komerèní banka;Tyršova;750 02 Pøerov;2017-06-05;334512
49.791411;18.419761;Komerèní banka;Havíøov;eleznièáøù 8;2017-06-05;134260
50.049299;14.45178;Komerèní banka;Duhová 1444/2;140 53 Praha 4;2017-06-05;155550
48.829822;16.401481;Komerèní banka;námìstí Míru;671 67 Hrušovany nad Jevišovkou;2017-06-05;387280
50.087869;14.404814;Komerèní banka;Malostranské námìstí 37/23;118 00 Praha 1;2017-06-05;855810
49.135515;16.63145;Komerèní banka;U Dálnice;664 42 Modøice;2017-06-05;222175
50.467214;15.176648;Komerèní banka;Námìstí Míru;507 43 Sobotka;2017-06-05;445608
50.537254;16.233311;Komerèní banka;Kostelní;549 54 Police nad Metují;2017-06-05;218075
50.770336;14.205289;Komerèní banka;Ústecká 1905/8;405 02 Dìèín;2017-06-05;434970
50.118369;12.529864;Komerèní banka;Zámeènická 464/1;357 51 Kynšperk nad Ohøí;2017-06-05;195930
49.186795;14.699434;Komerèní banka;námìstí T.G. Masaryka;391 81 Veselí nad Lunicí;2017-06-05;228200
49.222975;16.595012;Komerèní banka;Palackého;612 00 Brno;2017-06-05;348840
50.415118;14.906574;Komerèní banka;Palackého;293 01 Mladá Boleslav;2017-06-05;183250
49.155869;16.597238;Komerèní banka;Vídeòská;619 00 Brno;2017-06-05;345645
49.309766;14.14438;Komerèní banka;Národní svobody;397 01 Písek;2017-06-05;213540
50.046471;14.47573;Komerèní banka;Severozápadní I 295/22;141 00 Praha 4;2017-06-05;299700
50.116715;14.41108;Komerèní banka;U Trojského zámku;171 00 Praha - Troja;2017-06-05;197700
49.574757;17.228674;Komerèní banka;Kafkova;779 00 Olomouc;2017-06-05;226200
49.745776;13.377729;Komerèní banka;Františkánská;301 00 Plzeò;2017-06-05;197775
48.849624;16.892172;Komerèní banka;nám. Osvoboditelù;691 02 Velké Bílovice;2017-06-05;293355
50.0467367;14.3056844;Komerèní banka;nám. Junkovıch 2772/1;155 00 Praha 13;2017-06-05;191345
50.072428;14.542286;Komerèní banka;Nákupní 389/1;102 00 Praha - Štìrboholy;2017-06-05;231840
49.206097;16.1567;Komerèní banka;Masarykovo námìstí;675 71 Námìš nad Oslavou;2017-06-05;369880
49.596804;17.237485;Komerèní banka;Litovelská 553/26;779 00 Olomouc;2017-06-05;170350
49.964594;14.074335;Komerèní banka;Husovo námìstí 64/35;266 01 Beroun;2017-06-05;280350
